id:ID,:LABEL,value
记录其长、宽、高、重等定量数据。_Artifact_陶器_383_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_384_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_385_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_386_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_387_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_390_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_391_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_402_装饰手法,记录其长、宽、高、重等定量数据。,刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_406_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_415_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_465_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_552_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_578_装饰手法,记录其长、宽、高、重等定量数据。,戳
记录其长、宽、高、重等定量数据。_Artifact_陶器_627_装饰手法,记录其长、宽、高、重等定量数据。,贴饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_630_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_651_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_652_装饰手法,记录其长、宽、高、重等定量数据。,拼贴
记录其长、宽、高、重等定量数据。_Artifact_陶器_653_装饰手法,记录其长、宽、高、重等定量数据。,印痕
记录其长、宽、高、重等定量数据。_Artifact_陶器_654_装饰手法,记录其长、宽、高、重等定量数据。,编织
记录其长、宽、高、重等定量数据。_Artifact_陶器_655_装饰手法,记录其长、宽、高、重等定量数据。,印痕
记录其长、宽、高、重等定量数据。_Artifact_陶器_656_装饰手法,记录其长、宽、高、重等定量数据。,拼贴
记录其长、宽、高、重等定量数据。_Artifact_陶器_657_装饰手法,记录其长、宽、高、重等定量数据。,印痕
记录其长、宽、高、重等定量数据。_Artifact_陶器_690_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_692_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_696_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_698_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_700_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_701_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_712_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_713_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_714_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_739_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_762_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_767_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_768_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_769_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_770_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_776_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_783_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_788_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_800_装饰手法,记录其长、宽、高、重等定量数据。,"刻划, 压纹"
记录其长、宽、高、重等定量数据。_Artifact_陶器_806_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_824_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_837_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_840_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_851_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_852_装饰手法,记录其长、宽、高、重等定量数据。,"戳点, 抹划"
记录其长、宽、高、重等定量数据。_Artifact_陶器_853_装饰手法,记录其长、宽、高、重等定量数据。,"戳点, 刻划"
记录其长、宽、高、重等定量数据。_Artifact_陶器_854_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_855_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_856_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_857_装饰手法,记录其长、宽、高、重等定量数据。,"戳点, 抹划"
记录其长、宽、高、重等定量数据。_Artifact_陶器_858_装饰手法,记录其长、宽、高、重等定量数据。,戳印
记录其长、宽、高、重等定量数据。_Artifact_陶器_860_装饰手法,记录其长、宽、高、重等定量数据。,"戳点, 堆贴"
记录其长、宽、高、重等定量数据。_Artifact_陶器_862_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_863_装饰手法,记录其长、宽、高、重等定量数据。,附加堆纹、细弦纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_907_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_911_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_914_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_921_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_925_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_926_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_931_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_934_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_937_装饰手法,记录其长、宽、高、重等定量数据。,压点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1009_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1032_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1034_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1035_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1070_装饰手法,记录其长、宽、高、重等定量数据。,抹划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1236_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1237_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1238_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1239_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1240_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1241_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1242_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1243_装饰手法,记录其长、宽、高、重等定量数据。,"戳孔, 刻划"
记录其长、宽、高、重等定量数据。_Artifact_陶器_1244_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1245_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1246_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1247_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1248_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1249_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1250_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1251_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1252_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1253_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1256_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1257_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1264_装饰手法,记录其长、宽、高、重等定量数据。,"刻划, 镂空"
记录其长、宽、高、重等定量数据。_Artifact_陶器_1268_装饰手法,记录其长、宽、高、重等定量数据。,烧后刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1270_装饰手法,记录其长、宽、高、重等定量数据。,烧后刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1272_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1273_装饰手法,记录其长、宽、高、重等定量数据。,戳印
记录其长、宽、高、重等定量数据。_Artifact_陶器_1279_装饰手法,记录其长、宽、高、重等定量数据。,烧前刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1284_装饰手法,记录其长、宽、高、重等定量数据。,烧后刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1292_装饰手法,记录其长、宽、高、重等定量数据。,烧前刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1293_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1313_装饰手法,记录其长、宽、高、重等定量数据。,烧后刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1317_装饰手法,记录其长、宽、高、重等定量数据。,烧前刻
记录其长、宽、高、重等定量数据。_Artifact_陶器_1319_装饰手法,记录其长、宽、高、重等定量数据。,戳印
记录其长、宽、高、重等定量数据。_Artifact_陶器_1323_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_1328_装饰手法,记录其长、宽、高、重等定量数据。,戳点纹饰
记录其长、宽、高、重等定量数据。_Artifact_陶器_1343_装饰手法,记录其长、宽、高、重等定量数据。,彩绘
记录其长、宽、高、重等定量数据。_Artifact_陶器_1347_装饰手法,记录其长、宽、高、重等定量数据。,彩绘
记录其长、宽、高、重等定量数据。_Artifact_陶器_1476_装饰手法,记录其长、宽、高、重等定量数据。,戳孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1477_装饰手法,记录其长、宽、高、重等定量数据。,戳孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1478_装饰手法,记录其长、宽、高、重等定量数据。,附加堆纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1491_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1492_装饰手法,记录其长、宽、高、重等定量数据。,镂空
记录其长、宽、高、重等定量数据。_Artifact_陶器_1493_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1496_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1500_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1507_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1508_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1513_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1514_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1515_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1516_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1517_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1522_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1523_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1524_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1525_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1526_装饰手法,记录其长、宽、高、重等定量数据。,戳孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1527_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1528_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1529_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1531_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1532_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1533_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1534_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1535_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1536_装饰手法,记录其长、宽、高、重等定量数据。,刻划、戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1537_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1540_装饰手法,记录其长、宽、高、重等定量数据。,戳线纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1541_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1542_装饰手法,记录其长、宽、高、重等定量数据。,戳线纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1543_装饰手法,记录其长、宽、高、重等定量数据。,刻槽
记录其长、宽、高、重等定量数据。_Artifact_陶器_1544_装饰手法,记录其长、宽、高、重等定量数据。,截线
记录其长、宽、高、重等定量数据。_Artifact_陶器_1549_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1550_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1551_装饰手法,记录其长、宽、高、重等定量数据。,划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1553_装饰手法,记录其长、宽、高、重等定量数据。,戳线纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1554_装饰手法,记录其长、宽、高、重等定量数据。,"按窝纹, 刻槽"
记录其长、宽、高、重等定量数据。_Artifact_陶器_1555_装饰手法,记录其长、宽、高、重等定量数据。,刻划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1556_装饰手法,记录其长、宽、高、重等定量数据。,刻划纹
记录其长、宽、高、重等定量数据。_Artifact_陶器_1557_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1558_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1559_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1560_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1561_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1562_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1563_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1566_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1567_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1568_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1569_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1570_装饰手法,记录其长、宽、高、重等定量数据。,戳点
记录其长、宽、高、重等定量数据。_Artifact_陶器_1571_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1572_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1574_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1575_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1576_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1577_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1578_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1579_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1580_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1581_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1582_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1583_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1584_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1585_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1586_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1587_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1588_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
记录其长、宽、高、重等定量数据。_Artifact_陶器_1589_装饰手法,记录其长、宽、高、重等定量数据。,"刻划, 压纹"
记录其长、宽、高、重等定量数据。_Artifact_陶器_1590_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1591_装饰手法,记录其长、宽、高、重等定量数据。,"刻划, 戳点"
记录其长、宽、高、重等定量数据。_Artifact_陶器_1592_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1593_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1594_装饰手法,记录其长、宽、高、重等定量数据。,刻划
记录其长、宽、高、重等定量数据。_Artifact_陶器_1608_装饰手法,记录其长、宽、高、重等定量数据。,镂孔
