entity_id,attribute_id,code,value,issue
61ec1ce1-2a43-4b37-83ea-c72af45a1786,24ed3691-51e8-478a-a7cd-c4c7198c319d,Decoration Technique,None,Missing Quote (Evidence).
61ec1ce1-2a43-4b37-83ea-c72af45a1786,9934dc8a-adab-4f7c-a4a1-3f16eb29a884,ProductionActor,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,f87febb0-2f21-432a-8523-63b280145d2f,SubAreaIdentifier,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,98b1edd9-2fe1-4493-b0eb-ce95071618e7,Hardness,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,4472201e-4957-488f-88de-d6bd4669cb89,FiringTemperatureType,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,5b843826-6ba7-4249-86d9-3da2b9fac165,Forming Technique,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,7d7e59db-c35a-48e1-b678-a3f900359e40,Finishing Technique,None,Missing Quote (Evidence).
4c8e2939-f9fb-43e3-8885-2f8fd4749bf7,bb24be0e-fc11-46f2-90d6-b04208ba832a,ProductionActor,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,1625911e-d483-40a5-8908-574b798c980f,SubAreaIdentifier,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,48dedaa0-93b3-48a9-b643-faab6655ca9d,Clay Fineness,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,29e742f1-4704-4bde-b738-46e5071edb81,Hardness,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,d5ab3299-c334-4de1-a295-8a57af97e098,FiringTemperatureType,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,038521a4-6678-4478-88a7-bed74a97ad82,BasicVesselClass,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,df99bdbe-9c4c-423f-b37f-0bfd19247b5f,VesselAssemblageType,CD8,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,0873f9e9-90d3-44e4-bdf2-bf31e623ac66,MetricInformation,"[{'type': 'MT2', 'label': '直径类', 'value': '25.3', 'unit': 'cm', 'quote': '口径25.3'}, {'type': 'MT1', 'label': '高度类', 'value': '5.1', 'unit': 'cm', 'quote': '残高5.1厘米'}]",Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,2271bf0e-1f5c-4e5c-a455-8aecb450e87b,FunctionalType,FT8,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,ecd9c88f-6891-4f00-9dc9-b7c10b26dc60,Forming Technique,None,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,c69e6a30-7801-4e3b-b937-0b82b9e8c2e8,Finishing Technique,FTQ107,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,40e21741-0f0f-44c4-879c-24345cc0747a,Decoration Technique,DS7,Missing Quote (Evidence).
417027ee-2eb0-40c1-b954-0a3573d9fd97,f7bbae9b-0680-4513-b7c0-565158aeaa93,ProductionActor,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,af64a2f2-fbef-4095-a9a7-3237040ad7b2,SubAreaIdentifier,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,d4c93b75-be46-4c22-99b5-1db7fce3d37e,Clay Fineness,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,6fbbcf58-8c4c-4cf3-915a-623888155968,Hardness,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,b2dd3f5a-6ba5-4a6f-bf6f-acca4bdbf916,FiringTemperatureType,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,65ea66fa-7d2e-4239-aa4c-69a2ca6ccea7,Forming Technique,None,Missing Quote (Evidence).
95fea13a-16c7-4971-bdd9-14bc77381271,a8c35e34-ea13-458f-97b4-3f75368b8cb0,ProductionActor,None,Missing Quote (Evidence).
8b04257c-e5e9-484d-bb2b-d9588537c2fb,c77f49a5-75e7-4d10-9401-6ed727116005,SubAreaIdentifier,None,Missing Quote (Evidence).
8b04257c-e5e9-484d-bb2b-d9588537c2fb,ad423181-6858-4509-a1fb-7f5bb1079cb8,Hardness,None,Missing Quote (Evidence).
8b04257c-e5e9-484d-bb2b-d9588537c2fb,60b8548f-2a31-40be-bdf4-68c4b94b7dc5,FiringTemperatureType,None,Missing Quote (Evidence).
2def5518-445b-4f15-8471-e0983cc865a1,e5013566-e7ee-487b-ad9f-167474d04394,SubAreaIdentifier,None,Missing Quote (Evidence).
2def5518-445b-4f15-8471-e0983cc865a1,3f75fa0e-4a9e-4046-b80f-95f1cd107713,Hardness,None,Missing Quote (Evidence).
2def5518-445b-4f15-8471-e0983cc865a1,00693cdb-5842-4308-8b8d-c6397804b200,FiringTemperatureType,None,Missing Quote (Evidence).
2def5518-445b-4f15-8471-e0983cc865a1,e4a4c4d9-0f81-4030-b029-9158b386077c,Forming Technique,None,Missing Quote (Evidence).
40ff78ce-4473-419a-a814-f971cc0af0db,3fb1ee83-cd32-45a8-ae39-ed36a43bac01,SiteSpatialData,None,Missing Quote (Evidence).
6ec864d6-25a3-4aba-9b51-637f79ea8a74,c9c30930-5d27-42ec-82be-8d0e33441ed6,SiteSubAreaAttribution,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,c84b52e0-d31e-4183-8345-14ebc453b499,ClayFabricType,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,a29845a1-fbab-435e-acf5-0142425fff56,Clay Fineness,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,aecdef96-0705-4170-8341-fe4f54107e38,PreservationState,[],Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,d548d31a-3e41-423b-9b41-b58817eb2e2e,CompletenessDegree,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,e872e5f4-2292-4b14-8751-07efe1873d04,TemperType,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,8349c6a5-0999-4bd8-a921-3c772d13c967,Hardness,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,e8497384-baa3-424c-8779-1c327d1420f9,FiringTemperatureType,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,267c7ffb-effa-4051-864a-7ae25d007c6a,VesselAssemblageType,[],Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,fb8a8ab5-a77c-4cae-8a38-5356971e8444,MetricInformation,[],Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,c0c85465-4198-4bac-af1b-a772115fd51b,FunctionalType,[],Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,63c037f1-fe59-467d-9b57-85c2b7d058f9,Forming Technique,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,67960a78-1116-4c53-9d6c-d3a7e888f29f,Finishing Technique,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,0979b589-25d3-4810-913d-3c4339c0b76a,Decoration Technique,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,6bdb8aec-2f6a-4e46-a3fb-9f2f409dfcee,DecorativeMotifType,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,d387dbbf-f6b4-4f94-81fe-ba5de4a13461,ProductionActor,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,56685ba3-a3bb-45a7-948b-a5cd4873cbfe,ProductionDate,None,Missing Quote (Evidence).
d6dc16d8-e8e5-4309-873a-71747770ff82,eab26592-1264-466d-9be4-1961d5c79e50,ProductionPlace,None,Missing Quote (Evidence).
d01274cd-ab4b-4e2b-8d61-a701df2f080e,1d1864b6-ec08-4395-baba-dc8fd9824d65,SiteSubAreaAttribution,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,b8c8912d-e3c6-4174-b794-13ac5750d00a,ClayFabricType,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,8b6844ab-9113-419d-9e3c-b6fdf2064c80,Clay Fineness,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,aab1fae0-6ff9-41bc-b45e-f1ccb235de01,TemperType,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,bcb48921-9efe-4be7-ae7a-acb8c3c2d366,Hardness,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,c98d0594-1bcd-4f27-95ab-896ee82d7d01,FiringTemperatureType,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,cda4783c-7a89-40cb-a75b-3597c041b9db,VesselAssemblageType,['CD8'],Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,ab89d501-3642-4086-bca1-29665ce94b66,MetricInformation,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,9256d5d7-9a5c-4d11-8da6-fdd8999ed1e2,FunctionalType,['FT8'],Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,1534a358-d2f6-4ac5-b41e-45d1cf5e7004,Forming Technique,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,86efdcea-2b68-42e2-a3a0-b8f164390353,Finishing Technique,['FTQ107'],Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,03d8551c-eacb-40ad-83b4-f39a7b120243,Decoration Technique,['DS7'],Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,7afda802-e206-48b1-81ef-42c9038776ea,DecorativeMotifType,None,Missing Quote (Evidence).
32fd2fa3-c87f-4d41-b851-3a5f786872e0,f7d6cb56-79e9-4ccb-ba7c-3b6f2c180b59,ProductionActor,None,Missing Quote (Evidence).
7f700da0-4937-4d4e-a086-b00aca60620c,84e6c582-5195-4230-9ea6-09d9ad696cdc,SiteSubAreaAttribution,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,98521135-fc5f-4375-b4cb-715d8cee1b8a,ClayFabricType,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,ce409837-9c20-4d41-92b4-dbeedf639b4d,Clay Fineness,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,64c8a295-f840-4509-8a84-a5d23dec914c,PreservationState,[],Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,e70ac6b1-dc4f-4dc3-b681-bfe355c5a12a,CompletenessDegree,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,3065a87f-93d7-4a3e-b475-b83cc88983d2,TemperType,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,1ad2a424-d3cb-4fdb-a3cf-bbd667af6a56,Hardness,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,159a35e5-cd66-46b6-ada8-cf6aa85e9832,FiringTemperatureType,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,f71e8639-1be5-435b-960e-ae6c3654f852,BasicVesselClass,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,bfaa6609-c945-4cb9-a806-5d6c69c592a5,VesselMorphologicalFeature,[],Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,8ac1980a-91b1-4277-b961-1c4a32656c9d,VesselAssemblageType,[],Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,40ac5f04-ddf2-4c10-98b2-6c060f726a13,MetricInformation,[],Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,230ca5ba-22a3-47c2-8ea7-aaaf78220133,FunctionalType,[],Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,0e4dae2e-97c7-4a2e-abb5-f44d0f500ee4,Forming Technique,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,2deb23ad-deb7-4020-8f58-76ffb9df7849,Finishing Technique,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,db545f74-3fa8-46fe-a8a9-787a7ade3946,Decoration Technique,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,95ba73ba-6fd7-40fc-ac73-1b64960e2da4,DecorativeMotifType,None,Missing Quote (Evidence).
7fb6c9d5-e4d9-4293-a1f7-84bf6b0e54e1,b588bf31-c222-4eb7-a94d-e2639f0e6a5d,ProductionActor,None,Missing Quote (Evidence).
430e8bd2-414d-4889-aca6-0c4e697badcf,abce9c9f-89ff-4a7f-a7a3-66cad890b8d4,SiteSubAreaAttribution,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,8a4c91f4-8dbe-459a-a27b-90c9d2a2e0cb,SubAreaIdentifier,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,9e568b5a-0b59-469a-b88e-d45b410dff0c,ClayFabricType,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,6c848f19-c97a-42c7-924f-b2bd22b9837d,Clay Fineness,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,b1e095b8-8cc1-4ebc-af21-b575be0e00d1,PreservationState,[],Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,39931f63-6aed-45c1-b2d7-a6dfa057ea96,CompletenessDegree,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,53ccad5b-09fe-4326-b97a-2f62b5104f5b,TemperType,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,1cd69a4f-f8ab-4e9b-8408-abab266fcd2d,Hardness,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,924e71f8-a4b2-4b5a-bb42-cfc6c3f6bd2f,FiringTemperatureType,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,e01af35c-7bfa-4d3a-a637-5d72e1c744da,VesselMorphologicalFeature,[],Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,0784f8c3-e7f6-4f2b-86d9-441417ed6886,VesselAssemblageType,[],Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,ca95fdf9-1628-4dc2-a719-5f6ba642f93d,MetricInformation,[],Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,d8bcc6ec-7b40-45b1-ac15-0af9cf9400e0,FunctionalType,[],Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,385c0599-fd3e-4304-af74-666074a5a9e8,Forming Technique,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,d48d49f8-0251-450c-9e90-682bbf689397,Finishing Technique,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,bfbfc50e-46bb-48f8-b9a6-4be029ba75cb,Decoration Technique,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,28cc2080-8b17-43f2-9ecd-11b0c4b85080,DecorativeMotifType,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,cf178068-e317-4187-997c-d64b3239fbb1,ProductionActor,None,Missing Quote (Evidence).
06200c81-07e0-49cb-93d8-ebfd5832b858,bd813b59-8ad9-47f1-9441-e3b81030c9ce,ProductionPlace,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,ffba0045-bd4f-4bac-988c-70cefdbabb15,ClayFabricType,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,8765db49-556a-4202-ba29-91a245967e3a,Clay Fineness,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,aadfb229-0a02-444c-8be7-25342baaef85,PreservationState,[],Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,105df0c6-ddef-4893-adb8-b11c17371c73,CompletenessDegree,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,83fb0e18-54fd-4c0f-981e-540d6faa1283,TemperType,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,a6b91168-0a72-4f08-a9c4-9c573dc7ea85,Hardness,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,c1fd5496-b869-4b0e-9eca-e1c36ca58afd,FiringTemperatureType,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,2a55ccc1-d021-4d28-8dab-4b988b927e80,VesselAssemblageType,[],Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,51eb4228-1fff-4957-abb9-3d26c058ac16,MetricInformation,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,4ac43a6f-999e-42eb-88a6-52baed047d75,FunctionalType,[],Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,7429e56f-6ea4-401c-986f-a0ead42cb202,Forming Technique,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,e8477024-a1fa-4529-9d4b-f1b42c952e99,Finishing Technique,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,750ebb88-60e7-44ec-a16c-6c45e10fc9c9,Decoration Technique,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,fdee1f53-2a5e-4881-a675-43a596fe0e5b,DecorativeMotifType,None,Missing Quote (Evidence).
e7c5601a-4bed-44ff-bf56-5cd0c5b90d06,75f250b3-1629-4391-81f6-971861971087,ProductionActor,None,Missing Quote (Evidence).
ea43448e-d9bd-4010-9736-410f15dcc54f,31f37b04-a806-4321-aaf4-7f8bf6a03e44,SiteSubAreaAttribution,None,Missing Quote (Evidence).
e8aefaa2-8a40-485d-ba7a-bae6083568f7,b2905d9c-682b-4979-8022-654680920a88,Hardness,None,Missing Quote (Evidence).
e8aefaa2-8a40-485d-ba7a-bae6083568f7,6d517108-aecf-431a-ab05-c38034a159a3,FiringTemperatureType,None,Missing Quote (Evidence).
e8aefaa2-8a40-485d-ba7a-bae6083568f7,821b7e17-9c8b-47b8-8529-653374a11cc7,Decoration Technique,DS7,Missing Quote (Evidence).
e8aefaa2-8a40-485d-ba7a-bae6083568f7,c9cf4ab5-3ab6-4d88-a50e-a293cb448231,DecorativeMotifType,None,Missing Quote (Evidence).
2500bbe5-ba96-4a97-8142-c83571754d72,d0789045-8ca7-4398-9c29-d627bc7b7e4d,SiteSubAreaAttribution,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,bbf43890-5bcc-47c8-8e42-e2d8dc5a4056,SubAreaIdentifier,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,e903554b-96f8-4a3b-9d3a-8990d07fbda4,Clay Fineness,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,03f0d847-6134-42cc-81c4-9e5897f8b64b,Hardness,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,ba7388be-7571-4745-ab64-73e83f670a6f,FiringTemperatureType,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,6700a82c-ccd9-4c2a-9048-aebc14591a1b,Forming Technique,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,c10c6992-b6b5-4352-9159-f2e7ea6855ed,Finishing Technique,None,Missing Quote (Evidence).
ab6456c1-6637-41db-a267-f4f9da315cda,44c062a1-686f-4ef7-a1b0-27d5cfb7d6f6,ProductionActor,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,863af938-9c75-4bce-b867-6be6b19f376d,SubAreaIdentifier,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,864f8f61-ed36-4f31-b8ed-9059a5ae17dd,Hardness,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,78a17c01-1af8-4ba0-9757-f9803e576ded,FiringTemperatureType,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,133d346f-019e-43ee-8ac1-e11ad013291f,MetricInformation,"{'type': 'MT2', 'label': '直径类', 'value': '11.4', 'unit': 'cm', 'quote': '口径11.4'}, {'type': 'MT1', 'label': '高度类', 'value': '5.6', 'unit': 'cm', 'quote': '残高5.6厘米'}",Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,0abc0ae2-5042-43a6-978e-b6bba41bda32,Forming Technique,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,5d68f272-be62-48ae-ac87-94ac40b4d472,Finishing Technique,None,Missing Quote (Evidence).
0663e5c3-07d7-46e4-8bc3-5702f30ce9c3,0107fab6-be4a-4f7a-ade3-2fe1d934312b,ProductionActor,None,Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,fae505ea-238f-4eb5-96a4-038ba1e1aca2,Hardness,None,Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,69067549-915b-43aa-8274-858e3ab2e104,FiringTemperatureType,None,Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,fe3c019b-f1b1-4aeb-a1d4-1c5b715ec5cd,MetricInformation,"{'type': 'MT2', 'label': '直径类', 'value': '9.8', 'unit': 'cm', 'quote': '足径9.8'}, {'type': 'MT1', 'label': '高度类', 'value': '5', 'unit': 'cm', 'quote': '残高5厘米'}",Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,27230020-039d-429a-b52c-d3eb9fad2e37,Forming Technique,None,Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,ebde531a-e7de-4efb-8379-9794dc95de30,Finishing Technique,None,Missing Quote (Evidence).
17f0fb4a-e0fc-468a-b90a-7c6d1260c9e7,b65d0ee7-7dd8-4b3c-a7f0-41c3089b42f9,ProductionActor,None,Missing Quote (Evidence).
77676871-6f06-4ecd-ba69-5195bf02b947,d6379d7c-04b8-4885-8e16-405a122684aa,SiteSubAreaAttribution,None,Missing Quote (Evidence).
8474aa87-eeac-412d-8a97-b989bbdbebd9,e3755565-3b7f-448c-a85a-766516c13518,SiteSubAreaAttribution,None,Missing Quote (Evidence).
a715a07e-c6c5-4926-8fc8-6cff18952dc8,e04f4077-1340-40cd-b161-1f29013134a2,SiteSubAreaAttribution,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,e0a998dc-b4ad-4f38-81a2-539dc24dbadf,SubAreaIdentifier,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,2e0837c2-83aa-4692-a780-ddefbd0f5ea3,Clay Fineness,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,5948ff37-2256-4a7b-810e-c3f083c513e5,Hardness,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,c75b5692-4d81-4f71-bbee-f6b18e3585c0,FiringTemperatureType,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,5b1f521b-45cf-4d7f-8213-687917073d48,MetricInformation,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,30e85d0e-33b1-42b3-89c3-a7b3ab22ed3c,Forming Technique,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,d8848f93-320f-4f41-8097-dcf34b466b5f,Finishing Technique,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,2e4a33a6-15e8-4fc2-9f63-18dc5e281d9b,Decoration Technique,None,Missing Quote (Evidence).
e2d6ef6c-ce18-47ea-9353-20495d2d0092,6ccdc658-1321-4cc5-9648-9c98897d4444,DecorativeMotifType,None,Missing Quote (Evidence).
fefcc256-03d3-42af-8d23-c86e60b0a5a4,4fdda189-0871-433f-a5fd-c3b7ec9138d9,SubAreaIdentifier,None,Missing Quote (Evidence).
fefcc256-03d3-42af-8d23-c86e60b0a5a4,c316d678-19ac-4304-a48c-3ab6ecadc37d,Hardness,None,Missing Quote (Evidence).
fefcc256-03d3-42af-8d23-c86e60b0a5a4,e1ad81aa-b3fc-42c3-b619-6ed9f9d482c3,FiringTemperatureType,None,Missing Quote (Evidence).
fefcc256-03d3-42af-8d23-c86e60b0a5a4,d5521ab6-6290-4771-bcb6-5140abf96953,Forming Technique,None,Missing Quote (Evidence).
