ID,task_id,site_id,period_id,structure_id,文物编号,一级分类,二级分类,三级分类,原始出土地点,出土区域,出土单位,出土层位,出土墓葬,玉料类型,玉料颜色,玉料质地,transparency,沁色/表面,器型单元,shape_description,整体形态,纹饰单元,纹饰主题,decoration_description,工艺单元,切割工艺,钻孔工艺,雕刻工艺,decoration_craft,production_technique,尺寸描述,量度信息,长度(cm),宽度(cm),厚度(cm),高度(cm),直径(cm),孔径(cm),重量(g),制作活动,制作者,制作年代,制作地点,excavation_activity,功能,使用方式,保存状况,完整程度,有图片,main_image_id,source_text_blocks,raw_attributes,cidoc_attributes,extraction_confidence,created_at,updated_at
360,task_20251202_024347_4869,1,,,M17:12-1,佩饰类,锥形器,,M17墓主头部上方,反山遗址,M17,,M17,南瓜黄软玉,南瓜黄,,,,,,折断。,,,,,,,,,,长12.16、最大直径0.65厘米,"{""length"": 12.16, ""diameter"": 0.65}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,装饰,头部装饰,,,0,,[0],"{""artifact_code"": ""M17:12-1"", ""category_level1"": ""佩饰类"", ""category_level2"": ""锥形器"", ""category_level3"": """", ""jade_type"": ""南瓜黄软玉"", ""jade_color"": ""南瓜黄"", ""jade_quality"": """", ""dimensions"": ""长12.16、最大直径0.65厘米"", ""measurements"": {""length"": 12.16, ""diameter"": 0.65}, ""craft_unit"": """", ""cutting_technique"": """", ""drilling_technique"": """", ""carving_technique"": """", ""decoration_craft"": """", ""decoration_unit"": """", ""decoration_theme"": """", ""function"": ""装饰"", ""usage"": ""头部装饰"", ""excavation_location"": ""M17墓主头部上方"", ""ex_region"": ""反山遗址"", ""ex_unit"": ""M17"", ""ex_layer"": """", ""location_unit"": """", ""image_references"": [""图一五二""], ""overall_description"": ""折断。""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
361,task_20251202_024347_4869,1,,,M17:9,佩饰类,长管,,M17墓主头部上方,反山遗址,M17,,M17,南瓜黄软玉,南瓜黄,光泽感好,,,,,对钻孔，钻心偏离，故难以硬性物质直接贯穿，对钻孔一侧边缘有直向的擦痕。,,,,钻孔技术,,对钻孔,,,,通高12.48、最大直径1.4厘米,"{""height"": 12.48, ""diameter"": 1.4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,装饰,头部装饰,,,0,,[0],"{""artifact_code"": ""M17:9"", ""category_level1"": ""佩饰类"", ""category_level2"": ""长管"", ""category_level3"": """", ""jade_type"": ""南瓜黄软玉"", ""jade_color"": ""南瓜黄"", ""jade_quality"": ""光泽感好"", ""dimensions"": ""通高12.48、最大直径1.4厘米"", ""measurements"": {""height"": 12.48, ""diameter"": 1.4}, ""craft_unit"": ""钻孔技术"", ""cutting_technique"": """", ""drilling_technique"": ""对钻孔"", ""carving_technique"": """", ""decoration_craft"": """", ""decoration_unit"": """", ""decoration_theme"": """", ""function"": ""装饰"", ""usage"": ""头部装饰"", ""excavation_location"": ""M17墓主头部上方"", ""ex_region"": ""反山遗址"", ""ex_unit"": ""M17"", ""ex_layer"": """", ""location_unit"": """", ""image_references"": [""图一五一"", ""彩图696""], ""overall_description"": ""对钻孔，钻心偏离，故难以硬性物质直接贯穿，对钻孔一侧边缘有直向的擦痕。""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
362,task_20251202_024347_4869,1,,,M17:13,琮筒类 (Cong/Tube),锥形器,,M17墓主头部上方,反山遗址,M17,,M17,南瓜黄软玉,南瓜黄,沁蚀甚,,沁蚀甚,琮筒类 (Cong/Tube),,横截面近正方形。雕琢三节简化的神人兽面纹，未切割直槽，每组弦纹类填刻线条约5条，单圈眼，有眼角，鼻部为减地凸块，凸块填刻纹饰。另一侧还留有纵向的片切割痕迹。 | 横截面近正方形，雕琢三节简化的神人兽面纹,神人神兽纹饰单元,神人兽面纹,,雕琢三节简化的神人兽面纹，未切割直槽，每组弦纹类填刻线条约5条，单圈眼，有眼角，鼻部为减地凸块，凸块填刻纹饰。另一侧还留有纵向的片切割痕迹,片切割,,减地凸块，填刻纹饰,雕琢三节简化的神人兽面纹,,长12.13、最大截面宽1.08厘米,"{'length': 12.13, 'width': 1.08} | {'length': 12.13, 'width': 1.08, 'height': None, 'thickness': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,礼仪用器,祭祀或礼仪活动,,,0,,[0],"{""measurements"": ""{'length': 12.13, 'width': 1.08} | {'length': 12.13, 'width': 1.08, 'height': None, 'thickness': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": ""雕琢三节简化的神人兽面纹"", ""production_location"": """", ""image_references"": [""图一五二"", ""图一五三"", ""彩图697"", ""彩图698""], ""category_level1"": ""琮筒类 (Cong/Tube)"", ""shape_unit"": ""琮筒类 (Cong/Tube)"", ""dimensions"": ""长12.13、最大截面宽1.08厘米"", ""cutting_technique"": ""片切割"", ""location_unit"": """", ""carving_technique"": ""减地凸块，填刻纹饰"", ""excavation_location"": ""M17墓主头部上方"", ""decoration_theme"": ""神人兽面纹"", ""ex_unit"": ""M17"", ""jade_type"": ""南瓜黄软玉"", ""surface_condition"": ""沁蚀甚"", ""craft_unit"": ""雕琢三节简化的神人兽面纹，未切割直槽，每组弦纹类填刻线条约5条，单圈眼，有眼角，鼻部为减地凸块，凸块填刻纹饰。另一侧还留有纵向的片切割痕迹"", ""excavation_activity"": """", ""artifact_code"": ""M17:13"", ""ex_layer"": """", ""function"": ""礼仪用器"", ""jade_color"": ""南瓜黄"", ""category_level3"": """", ""jade_quality"": ""沁蚀甚"", ""decoration_unit"": ""神人神兽纹饰单元"", ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""横截面近正方形。雕琢三节简化的神人兽面纹，未切割直槽，每组弦纹类填刻线条约5条，单圈眼，有眼角，鼻部为减地凸块，凸块填刻纹饰。另一侧还留有纵向的片切割痕迹。 | 横截面近正方形，雕琢三节简化的神人兽面纹"", ""category_level2"": ""锥形器"", ""drilling_technique"": """", ""usage"": ""祭祀或礼仪活动"", ""ex_region"": ""反山遗址""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
363,task_20251202_024347_4869,1,,,M17:49,琮筒类 (Cong/Tube),锥形器,,M17墓主脚端,反山遗址,M17,,M17,南瓜黄软玉,南瓜黄,沁蚀甚,,沁蚀甚,琮筒类 (Cong/Tube),,横截面近正方形。雕琢两节简化的神人兽面纹，弦纹分两组，单圈眼，刻划眼角，眼睛对角共用，鼻部为减地凸块，填刻线条中没有横连线。榫部留有切割痕迹。 | 横截面近正方形，雕琢两节简化的神人兽面纹,神人神兽纹饰单元,神人兽面纹,,雕琢两节简化的神人兽面纹，弦纹分两组，单圈眼，刻划眼角，眼睛对角共用，鼻部为减地凸块，填刻线条中没有横连线。榫部留有切割痕迹,,,减地凸块，填刻线条,雕琢两节简化的神人兽面纹,,长8.68、最大截面宽0.95厘米,"{'length': 8.68, 'width': 0.95} | {'length': 8.68, 'width': 0.95, 'height': None, 'thickness': None, 'diameter': None, 'hole_diameter': None, 'weight': None}",,,,,,,,,,,,,礼仪用器,祭祀或礼仪活动,,,0,,[0],"{""measurements"": ""{'length': 8.68, 'width': 0.95} | {'length': 8.68, 'width': 0.95, 'height': None, 'thickness': None, 'diameter': None, 'hole_diameter': None, 'weight': None}"", ""decoration_craft"": ""雕琢两节简化的神人兽面纹"", ""production_location"": """", ""image_references"": [""图一五二"", ""图一五三"", ""彩图699""], ""category_level1"": ""琮筒类 (Cong/Tube)"", ""shape_unit"": ""琮筒类 (Cong/Tube)"", ""dimensions"": ""长8.68、最大截面宽0.95厘米"", ""cutting_technique"": """", ""location_unit"": """", ""carving_technique"": ""减地凸块，填刻线条"", ""excavation_location"": ""M17墓主脚端"", ""decoration_theme"": ""神人兽面纹"", ""ex_unit"": ""M17"", ""jade_type"": ""南瓜黄软玉"", ""surface_condition"": ""沁蚀甚"", ""craft_unit"": ""雕琢两节简化的神人兽面纹，弦纹分两组，单圈眼，刻划眼角，眼睛对角共用，鼻部为减地凸块，填刻线条中没有横连线。榫部留有切割痕迹"", ""excavation_activity"": """", ""artifact_code"": ""M17:49"", ""ex_layer"": """", ""function"": ""礼仪用器"", ""jade_color"": ""南瓜黄"", ""category_level3"": """", ""jade_quality"": ""沁蚀甚"", ""decoration_unit"": ""神人神兽纹饰单元"", ""production_period"": """", ""production_activity"": """", ""maker"": """", ""overall_description"": ""横截面近正方形。雕琢两节简化的神人兽面纹，弦纹分两组，单圈眼，刻划眼角，眼睛对角共用，鼻部为减地凸块，填刻线条中没有横连线。榫部留有切割痕迹。 | 横截面近正方形，雕琢两节简化的神人兽面纹"", ""category_level2"": ""锥形器"", ""drilling_technique"": """", ""usage"": ""祭祀或礼仪活动"", ""ex_region"": ""反山遗址""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
364,task_20251202_024347_4869,1,,,M17:10,佩饰类,玉坠饰,,反山十二号墓,反山,M17,,M17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""M17:10"", ""category_level1"": ""佩饰类"", ""category_level2"": ""玉坠饰"", ""category_level3"": """", ""jade_type"": """", ""jade_color"": """", ""jade_quality"": """", ""dimensions"": """", ""measurements"": """", ""length"": null, ""width"": null, ""thickness"": null, ""height"": null, ""diameter"": null, ""hole_diameter"": null, ""weight"": null, ""craft_unit"": """", ""cutting_technique"": """", ""drilling_technique"": """", ""carving_technique"": """", ""decoration_craft"": """", ""decoration_unit"": """", ""decoration_theme"": """", ""function"": """", ""usage"": """", ""excavation_location"": ""反山十二号墓"", ""ex_region"": ""反山"", ""ex_unit"": ""M17"", ""ex_layer"": """", ""location_unit"": """", ""image_references"": [""彩版七〇一"", ""彩图701""]}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:09:01
365,task_20251202_024347_4869,1,,,M17:45,佩饰类,坠（锥形器）,坠饰,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄,一侧沁蚀甚,,一侧沁蚀甚,佩饰类,,截面呈扁椭圆形，长条形 | 坠饰较粗短，断面椭圆，下端圆钝，一端有穿孔的小榫,,,,一端有穿孔的小榫,,穿孔,,,,长4.57、直径1.4~1.67厘米,"{'length': 4.57, 'width': None, 'height': None, 'thickness': None, 'diameter': '1.4~1.67', 'hole_diameter': None, 'weight': None} | 长4.6厘米，最大径1.7厘米",4.6,,,,1.7,,,,,,,,装饰用器,佩戴,,,0,,[0],"{""weight"": null, ""measurements"": ""{'length': 4.57, 'width': None, 'height': None, 'thickness': None, 'diameter': '1.4~1.67', 'hole_diameter': None, 'weight': None} | 长4.6厘米，最大径1.7厘米"", ""decoration_craft"": """", ""production_location"": """", ""width"": null, ""image_references"": ""['图一五二', '彩图702'] | ['图五七：12']"", ""category_level1"": ""佩饰类"", ""shape_unit"": ""佩饰类"", ""dimensions"": ""长4.57、直径1.4~1.67厘米"", ""cutting_technique"": """", ""location_unit"": """", ""height"": null, ""carving_technique"": """", ""excavation_location"": ""反山十二号墓"", ""hole_diameter"": null, ""decoration_theme"": """", ""ex_unit"": ""M17"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""一侧沁蚀甚"", ""craft_unit"": ""一端有穿孔的小榫"", ""excavation_activity"": """", ""artifact_code"": ""M17:45"", ""ex_layer"": """", ""function"": ""装饰用器"", ""jade_color"": ""南瓜黄"", ""category_level3"": ""坠饰"", ""jade_quality"": ""一侧沁蚀甚"", ""diameter"": 1.7, ""decoration_unit"": """", ""production_period"": """", ""length"": 4.6, ""production_activity"": """", ""maker"": """", ""overall_description"": ""截面呈扁椭圆形，长条形 | 坠饰较粗短，断面椭圆，下端圆钝，一端有穿孔的小榫"", ""category_level2"": ""坠（锥形器）"", ""drilling_technique"": ""穿孔"", ""usage"": ""佩戴"", ""thickness"": null, ""ex_region"": ""反山""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
366,task_20251202_024347_4869,1,,,M17:1,琮筒类 (Cong/Tube),玉琮,,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄,局部沁蚀较甚,,局部沁蚀较甚,琮筒类 (Cong/Tube),,雕琢一节完整的神人兽面纹,神人神兽纹饰单元,神人兽面纹,,雕琢一节完整的神人兽面纹，神人部分两组弦纹，每组填刻线条约7条，线条或有呈弧状的，管钻重圈眼，外圈径5、内圈径3毫米，刻划有眼角。兽面纹以重圈为眼，大小与神人一致，外框以椭圆形眼睑，其间有桥梁形眼梁相连。两者鼻部均为减地凸块，凸块内填刻纹饰，鼻翼纹饰之间的连接以小尖喙分为两个层次,,管钻,减地凸块，填刻纹饰,雕琢神人兽面纹,,通高6.7厘米，上射径7.6~8、下射径7.3~8厘米，孔内径约6.2厘米,"{""length"": null, ""width"": null, ""height"": 6.7, ""thickness"": null, ""diameter"": ""7.6~8"", ""hole_diameter"": 6.2, ""weight"": null}",,,,,,,,,,,,,礼仪用器,祭祀或礼仪活动,,,0,,[0],"{""artifact_code"": ""M17:1"", ""category_level1"": ""琮筒类 (Cong/Tube)"", ""category_level2"": ""玉琮"", ""category_level3"": """", ""jade_type"": ""透闪石软玉"", ""jade_color"": ""南瓜黄"", ""jade_quality"": ""局部沁蚀较甚"", ""dimensions"": ""通高6.7厘米，上射径7.6~8、下射径7.3~8厘米，孔内径约6.2厘米"", ""measurements"": {""length"": null, ""width"": null, ""height"": 6.7, ""thickness"": null, ""diameter"": ""7.6~8"", ""hole_diameter"": 6.2, ""weight"": null}, ""craft_unit"": ""雕琢一节完整的神人兽面纹，神人部分两组弦纹，每组填刻线条约7条，线条或有呈弧状的，管钻重圈眼，外圈径5、内圈径3毫米，刻划有眼角。兽面纹以重圈为眼，大小与神人一致，外框以椭圆形眼睑，其间有桥梁形眼梁相连。两者鼻部均为减地凸块，凸块内填刻纹饰，鼻翼纹饰之间的连接以小尖喙分为两个层次"", ""cutting_technique"": """", ""drilling_technique"": ""管钻"", ""carving_technique"": ""减地凸块，填刻纹饰"", ""decoration_craft"": ""雕琢神人兽面纹"", ""decoration_unit"": ""神人神兽纹饰单元"", ""decoration_theme"": ""神人兽面纹"", ""function"": ""礼仪用器"", ""usage"": ""祭祀或礼仪活动"", ""excavation_location"": ""反山十二号墓"", ""ex_region"": ""反山"", ""ex_unit"": ""M17"", ""ex_layer"": """", ""location_unit"": """", ""image_references"": [""图一五六"", ""彩图703"", ""彩图704"", ""彩图705"", ""彩图706""], ""shape_unit"": ""琮筒类 (Cong/Tube)"", ""surface_condition"": ""局部沁蚀较甚"", ""production_activity"": """", ""maker"": """", ""production_period"": """", ""production_location"": """", ""excavation_activity"": """", ""overall_description"": ""雕琢一节完整的神人兽面纹""}",{},0.8,2025-12-01 20:55:08,2025-12-02 01:08:50
367,task_20251202_024347_4869,1,,,M17:2,琮筒类 (Cong/Tube),玉琮,,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄,沁蚀较甚,,沁蚀较甚,琮筒类 (Cong/Tube),,雕琢一节半神人兽面纹 | ,神人神兽纹饰单元,"神人,兽面纹",,雕琢一节半神人兽面纹，即神人+兽面纹+神人。神人部分弦纹内填刻的线条较细密，多达9~10条，上下两节神人重圈眼的外圈均为管钻，上节神人眼内圈均为刻划，下节神人眼内圈有两只眼为两次管钻，余均为刻划。兽面纹以管钻重圈为眼，斜上下两侧刻划有小尖喙，再雕琢椭圆形眼睑。神人和兽面纹鼻部均为减地凸块，凸块内填刻纹饰,,管钻,减地凸块，填刻纹饰,雕琢神人兽面纹,,通高6.9厘米，上射径7.6~8.3、下射径7.4~7.9厘米，孔内径约5.9厘米,"{'length': None, 'width': None, 'height': 6.9, 'thickness': None, 'diameter': '7.6~8.3', 'hole_diameter': 5.9, 'weight': None} | ",,,,,,,,,,,,,礼仪用器,祭祀或礼仪活动,,,0,,[0],"{""weight"": null, ""measurements"": ""{'length': None, 'width': None, 'height': 6.9, 'thickness': None, 'diameter': '7.6~8.3', 'hole_diameter': 5.9, 'weight': None} | "", ""decoration_craft"": ""雕琢神人兽面纹"", ""production_location"": """", ""width"": null, ""image_references"": ""['图一五七', '彩图707', '彩图708', '彩图709', '彩图710'] | []"", ""category_level1"": ""琮筒类 (Cong/Tube)"", ""shape_unit"": ""琮筒类 (Cong/Tube)"", ""dimensions"": ""通高6.9厘米，上射径7.6~8.3、下射径7.4~7.9厘米，孔内径约5.9厘米"", ""cutting_technique"": """", ""location_unit"": """", ""height"": null, ""carving_technique"": ""减地凸块，填刻纹饰"", ""excavation_location"": ""反山十二号墓"", ""hole_diameter"": null, ""decoration_theme"": ""神人,兽面纹"", ""ex_unit"": ""M17"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""沁蚀较甚"", ""craft_unit"": ""雕琢一节半神人兽面纹，即神人+兽面纹+神人。神人部分弦纹内填刻的线条较细密，多达9~10条，上下两节神人重圈眼的外圈均为管钻，上节神人眼内圈均为刻划，下节神人眼内圈有两只眼为两次管钻，余均为刻划。兽面纹以管钻重圈为眼，斜上下两侧刻划有小尖喙，再雕琢椭圆形眼睑。神人和兽面纹鼻部均为减地凸块，凸块内填刻纹饰"", ""excavation_activity"": """", ""artifact_code"": ""M17:2"", ""ex_layer"": """", ""function"": ""礼仪用器"", ""jade_color"": ""南瓜黄"", ""category_level3"": """", ""jade_quality"": ""沁蚀较甚"", ""diameter"": null, ""decoration_unit"": ""神人神兽纹饰单元"", ""production_period"": """", ""length"": null, ""production_activity"": """", ""maker"": """", ""overall_description"": ""雕琢一节半神人兽面纹 | "", ""category_level2"": ""玉琮"", ""drilling_technique"": ""管钻"", ""usage"": ""祭祀或礼仪活动"", ""thickness"": null, ""ex_region"": ""反山""}",{},0.8,2025-12-01 20:55:09,2025-12-02 01:08:50
368,task_20251202_024347_4869,1,,,M17:22,兵器仪仗类,玉钺,,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄,沁蚀甚,,沁蚀甚,兵器仪仗类,,刃部较为锋利，一面留有弧状的线切割痕迹，另一面留有竖向的片切割痕迹,,,,上端面留有打制痕迹，除一双面管钻孔外，顶部还有一残的对钻孔。钻孔两侧以及上部残留有朱痕，朱痕延及钻孔内壁。钺的刃部较为锋利。钺一面留有弧状的线切割痕迹，另一面留有竖向的片切割痕迹,线切割，片切割,管钻，对钻孔,,,,长13.5、上宽10、刃宽12.1、最厚0.6厘米，孔外径2.6、孔内径2.35厘米,"{""length"": 13.5, ""width"": ""10~12.1"", ""height"": null, ""thickness"": 0.6, ""diameter"": null, ""hole_diameter"": ""2.6~2.35"", ""weight"": null}",,,,,,,,,,,,,兵器,战斗或礼仪活动,,,0,,[0],"{""artifact_code"": ""M17:22"", ""category_level1"": ""兵器仪仗类"", ""category_level2"": ""玉钺"", ""category_level3"": """", ""jade_type"": ""透闪石软玉"", ""jade_color"": ""南瓜黄"", ""jade_quality"": ""沁蚀甚"", ""dimensions"": ""长13.5、上宽10、刃宽12.1、最厚0.6厘米，孔外径2.6、孔内径2.35厘米"", ""measurements"": {""length"": 13.5, ""width"": ""10~12.1"", ""height"": null, ""thickness"": 0.6, ""diameter"": null, ""hole_diameter"": ""2.6~2.35"", ""weight"": null}, ""craft_unit"": ""上端面留有打制痕迹，除一双面管钻孔外，顶部还有一残的对钻孔。钻孔两侧以及上部残留有朱痕，朱痕延及钻孔内壁。钺的刃部较为锋利。钺一面留有弧状的线切割痕迹，另一面留有竖向的片切割痕迹"", ""cutting_technique"": ""线切割，片切割"", ""drilling_technique"": ""管钻，对钻孔"", ""carving_technique"": """", ""decoration_craft"": """", ""decoration_unit"": """", ""decoration_theme"": """", ""function"": ""兵器"", ""usage"": ""战斗或礼仪活动"", ""excavation_location"": ""反山十二号墓"", ""ex_region"": ""反山"", ""ex_unit"": ""M17"", ""ex_layer"": """", ""location_unit"": """", ""image_references"": [""图一五八"", ""彩图711"", ""彩图712""], ""shape_unit"": ""兵器仪仗类"", ""surface_condition"": ""沁蚀甚"", ""production_activity"": """", ""maker"": """", ""production_period"": """", ""production_location"": """", ""excavation_activity"": """", ""overall_description"": ""刃部较为锋利，一面留有弧状的线切割痕迹，另一面留有竖向的片切割痕迹""}",{},0.8,2025-12-01 20:55:09,2025-12-02 01:08:50
369,task_20251202_024347_4869,1,,,M17:60,肖生类 (Zoomorphic),玉鸟,,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄,光泽感好,,茶褐色斑点，浅青色斑点,肖生类 (Zoomorphic),,鸟形平展，尖喙，短尾，两翼外张，作振翅奋飞状 | 鸟尖嘴，短尾，两翼外张，作振翅奋飞状。头部微凸起，背部微凸或微凹，背面钻一对或两对小隧孔,神人神兽纹饰单元,神人神兽纹饰,,鸟形平展，尖喙，短尾，两翼外张，作振翅奋飞状，鸟头与鸟尾微上翘。鸟嘴与鸟眼以切磨方式表示。鸟背切磨呈蒜头形，与鸟头相接。背面钻有基本横向的两对隧孔,切磨,隧孔,雕刻技法,装饰工艺,,长2.54、两翼宽4.73、厚0.63厘米,"{'length': 2.54, 'width': 4.73, 'height': None, 'thickness': 0.63, 'diameter': None, 'hole_diameter': None, 'weight': None} | 长2.6厘米，两翼宽4.7厘米",2.6,4.7,,,,,,,,,,,装饰用器,佩戴或装饰,,,0,,[0],"{""weight"": null, ""measurements"": ""{'length': 2.54, 'width': 4.73, 'height': None, 'thickness': 0.63, 'diameter': None, 'hole_diameter': None, 'weight': None} | 长2.6厘米，两翼宽4.7厘米"", ""decoration_craft"": ""装饰工艺"", ""production_location"": """", ""width"": 4.7, ""image_references"": ""['图一五二', '图一五三', '彩图713', '彩图714'] | ['图版贰：2', '图五八：11']"", ""category_level1"": ""肖生类 (Zoomorphic)"", ""shape_unit"": ""肖生类 (Zoomorphic)"", ""dimensions"": ""长2.54、两翼宽4.73、厚0.63厘米"", ""cutting_technique"": ""切磨"", ""location_unit"": """", ""height"": null, ""carving_technique"": ""雕刻技法"", ""excavation_location"": ""反山十二号墓"", ""hole_diameter"": null, ""decoration_theme"": ""神人神兽纹饰"", ""ex_unit"": ""M17"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""茶褐色斑点，浅青色斑点"", ""craft_unit"": ""鸟形平展，尖喙，短尾，两翼外张，作振翅奋飞状，鸟头与鸟尾微上翘。鸟嘴与鸟眼以切磨方式表示。鸟背切磨呈蒜头形，与鸟头相接。背面钻有基本横向的两对隧孔"", ""excavation_activity"": """", ""artifact_code"": ""M17:60"", ""ex_layer"": """", ""function"": ""装饰用器"", ""jade_color"": ""南瓜黄"", ""category_level3"": """", ""jade_quality"": ""光泽感好"", ""diameter"": null, ""decoration_unit"": ""神人神兽纹饰单元"", ""production_period"": """", ""length"": 2.6, ""production_activity"": """", ""maker"": """", ""overall_description"": ""鸟形平展，尖喙，短尾，两翼外张，作振翅奋飞状 | 鸟尖嘴，短尾，两翼外张，作振翅奋飞状。头部微凸起，背部微凸或微凹，背面钻一对或两对小隧孔"", ""category_level2"": ""玉鸟"", ""drilling_technique"": ""隧孔"", ""usage"": ""佩戴或装饰"", ""thickness"": null, ""ex_region"": ""反山""}",{},0.8,2025-12-01 20:55:09,2025-12-02 01:08:50
370,task_20251202_024347_4869,1,,,M17:39,肖生类 (Zoomorphic),玉龟,,反山十二号墓,反山,M17,,M17,透闪石软玉,南瓜黄，偏黄褐色,沁蚀,,灰白块斑,肖生类 (Zoomorphic),,头颈前伸，四爪短小，作爬行状，背上有纵向脊线 | 头颈前伸，四爪作爬行状，形态逼真。龟背作纵向棱线凸起，向两侧斜下,神人神兽纹饰单元,神人神兽纹饰,,头颈前伸，中部有一道折脊线，四爪短小，作爬行状，背上有纵向脊线。腹部平整，有一对横向的隧孔,,隧孔,雕刻技法,装饰工艺,,长3.2、宽2.22、厚0.55厘米,"{'length': 3.2, 'width': 2.22, 'height': None, 'thickness': 0.55, 'diameter': None, 'hole_diameter': None, 'weight': None} | 长3.2厘米",3.2,,,,,,,,,,,,装饰用器,佩戴或装饰,,,0,,[0],"{""weight"": null, ""measurements"": ""{'length': 3.2, 'width': 2.22, 'height': None, 'thickness': 0.55, 'diameter': None, 'hole_diameter': None, 'weight': None} | 长3.2厘米"", ""decoration_craft"": ""装饰工艺"", ""production_location"": """", ""width"": null, ""image_references"": ""['图一五二', '图一五三', '彩图715', '彩图716'] | ['图版叁：3', '图五八：5']"", ""category_level1"": ""肖生类 (Zoomorphic)"", ""shape_unit"": ""肖生类 (Zoomorphic)"", ""dimensions"": ""长3.2、宽2.22、厚0.55厘米"", ""cutting_technique"": """", ""location_unit"": """", ""height"": null, ""carving_technique"": ""雕刻技法"", ""excavation_location"": ""反山十二号墓"", ""hole_diameter"": null, ""decoration_theme"": ""神人神兽纹饰"", ""ex_unit"": ""M17"", ""jade_type"": ""透闪石软玉"", ""surface_condition"": ""灰白块斑"", ""craft_unit"": ""头颈前伸，中部有一道折脊线，四爪短小，作爬行状，背上有纵向脊线。腹部平整，有一对横向的隧孔"", ""excavation_activity"": """", ""artifact_code"": ""M17:39"", ""ex_layer"": """", ""function"": ""装饰用器"", ""jade_color"": ""南瓜黄，偏黄褐色"", ""category_level3"": """", ""jade_quality"": ""沁蚀"", ""diameter"": null, ""decoration_unit"": ""神人神兽纹饰单元"", ""production_period"": """", ""length"": 3.2, ""production_activity"": """", ""maker"": """", ""overall_description"": ""头颈前伸，四爪短小，作爬行状，背上有纵向脊线 | 头颈前伸，四爪作爬行状，形态逼真。龟背作纵向棱线凸起，向两侧斜下"", ""category_level2"": ""玉龟"", ""drilling_technique"": ""隧孔"", ""usage"": ""佩戴或装饰"", ""thickness"": null, ""ex_region"": ""反山""}",{},0.8,2025-12-01 20:55:09,2025-12-02 01:08:50
