id:ID,:LABEL,name
E12_Production_Artifact_陶器_2248,E12_Production,Production
E12_Production_Artifact_陶器_2249,E12_Production,Production
E12_Production_Artifact_陶器_2254,E12_Production,Production
E12_Production_Artifact_陶器_2264,E12_Production,Production
E12_Production_Artifact_陶器_2265,E12_Production,Production
E12_Production_Artifact_陶器_2266,E12_Production,Production
E12_Production_Artifact_陶器_2293,E12_Production,Production
E12_Production_Artifact_陶器_2294,E12_Production,Production
E12_Production_Artifact_陶器_2295,E12_Production,Production
E12_Production_Artifact_陶器_2297,E12_Production,Production
E12_Production_Artifact_陶器_2298,E12_Production,Production
E12_Production_Artifact_陶器_2301,E12_Production,Production
E12_Production_Artifact_陶器_2307,E12_Production,Production
E12_Production_Artifact_陶器_2311,E12_Production,Production
E12_Production_Artifact_陶器_2322,E12_Production,Production
E12_Production_Artifact_陶器_2323,E12_Production,Production
E12_Production_Artifact_陶器_2334,E12_Production,Production
E12_Production_Artifact_陶器_2338,E12_Production,Production
E12_Production_Artifact_陶器_2340,E12_Production,Production
E12_Production_Artifact_陶器_2343,E12_Production,Production
E12_Production_Artifact_陶器_2344,E12_Production,Production
E12_Production_Artifact_陶器_2346,E12_Production,Production
E12_Production_Artifact_陶器_2349,E12_Production,Production
E12_Production_Artifact_陶器_2350,E12_Production,Production
E12_Production_Artifact_陶器_2351,E12_Production,Production
E12_Production_Artifact_陶器_2352,E12_Production,Production
E12_Production_Artifact_陶器_2358,E12_Production,Production
E12_Production_Artifact_陶器_2359,E12_Production,Production
E12_Production_Artifact_陶器_2360,E12_Production,Production
E12_Production_Artifact_陶器_2387,E12_Production,Production
E12_Production_Artifact_陶器_2390,E12_Production,Production
E12_Production_Artifact_陶器_2392,E12_Production,Production
E12_Production_Artifact_陶器_2396,E12_Production,Production
E12_Production_Artifact_陶器_2399,E12_Production,Production
E12_Production_Artifact_陶器_2400,E12_Production,Production
E12_Production_Artifact_陶器_2401,E12_Production,Production
E12_Production_Artifact_陶器_2404,E12_Production,Production
E12_Production_Artifact_陶器_2405,E12_Production,Production
E12_Production_Artifact_陶器_2409,E12_Production,Production
E12_Production_Artifact_陶器_2410,E12_Production,Production
E12_Production_Artifact_陶器_2413,E12_Production,Production
E12_Production_Artifact_陶器_2414,E12_Production,Production
E12_Production_Artifact_陶器_2420,E12_Production,Production
E12_Production_Artifact_陶器_2422,E12_Production,Production
E12_Production_Artifact_陶器_2426,E12_Production,Production
E12_Production_Artifact_陶器_2427,E12_Production,Production
E12_Production_Artifact_陶器_2429,E12_Production,Production
E12_Production_Artifact_陶器_2430,E12_Production,Production
E12_Production_Artifact_陶器_2434,E12_Production,Production
E12_Production_Artifact_陶器_2436,E12_Production,Production
E12_Production_Artifact_陶器_2438,E12_Production,Production
