id,name,LABEL
type_17cf4561,陶盆,E55_Type
type_08beabf1,"凹弦纹, 圆形镂孔",E55_Type
mat_1b8c60a0,泥质红衣陶,E57_Material
type_65483c3c,陶纺轮,E55_Type
mat_f137740c,泥质红陶,E57_Material
type_f976e598,鱼鳍足鼎,E55_Type
type_241f42a2,"凸棱, 褶棱, 扁圆孔",E55_Type
type_19d38b80,"凸弦纹, 扁圆形镂孔",E55_Type
type_aa544c39,圆锥足鼎,E55_Type
type_d29660b2,"凹弦纹,扁圆孔",E55_Type
type_280114d5,褶棱,E55_Type
type_d4262612,尊,E55_Type
type_68efa702,"凹弦纹, 圆形穿孔",E55_Type
type_4bf5ca7e,"凸棱, 扁穿孔",E55_Type
type_d74d0f20,凸棱,E55_Type
type_d401c3bb,凸弦纹、凹弦纹、圆形镂孔、扁圆形镂孔,E55_Type
mat_9a719e98,夹砂或泥质,E57_Material
type_3e502364,A型镀,E55_Type
type_939e162c,Ⅱ式,E55_Type
type_eb5602f1,豆盘,E55_Type
type_b0c7e701,双鼻壶,E55_Type
type_86296f5a,杯,E55_Type
type_fd9d7ebd,盆,E55_Type
type_568c3ec8,纺轮,E55_Type
mat_3b3920f4,泥质灰黄陶,E57_Material
mat_939cc989,泥质褐陶,E57_Material
mat_8f5833f9,粗泥质红陶,E57_Material
type_bd87d9a6,侧扁足,E55_Type
mat_f50251a7,夹砂灰陶,E57_Material
type_5c149fce,三角形侧扁足,E55_Type
type_7a625768,鱼鳍形鼎足,E55_Type
type_2e43a180,T形鼎足,E55_Type
type_6bd9bec2,平行的竖向直槽，两个半圆错位相扣的符号,E55_Type
type_00c82fb8,三角凿形足,E55_Type
type_fd9437b4,短刻槽,E55_Type
type_01b542b0,凹弧足,E55_Type
type_a2e568c7,三道断续的竖向刻槽,E55_Type
type_1fc5b813,圆锥足,E55_Type
type_acadbb1a,其他足,E55_Type
type_662fd6b5,多道交错的短直线,E55_Type
type_7d7ef7ad,花边，中部有一道较深的竖槽，竖槽两边各有三道较浅的平行直线,E55_Type
type_8c8fbd24,豆把,E55_Type
type_cdbbf353,两组凸弦纹，弦纹间饰有扁圆镂孔，一周三孔,E55_Type
mat_dab9ddba,泥质红胎黑皮陶,E57_Material
type_c2b6e45d,杯把,E55_Type
type_14c9268b,麻花状,E55_Type
type_44dee6d1,交叉的短直线,E55_Type
type_5c9d9663,多条竖向短直线,E55_Type
type_1ed97423,罐口沿残片,E55_Type
type_ea61856e,两点为一组的戳点纹,E55_Type
type_8b0a3ed5,陶片,E55_Type
type_35daf5eb,竖向短直线,E55_Type
type_9662e7e6,两点为一组,E55_Type
type_1954d25b,罐腹部残片,E55_Type
type_664ebc35,弦断条纹,E55_Type
type_af42653c,不规则波浪纹,E55_Type
mat_247850dd,泥质灰胎褐皮陶,E57_Material
type_fb45b840,豆圈足残片,E55_Type
type_635ffb73,纵向曲折纹,E55_Type
type_23695d66,盆钵类口沿残片,E55_Type
type_70443381,瓦棱,E55_Type
type_ec798bd2,器腹残片,E55_Type
type_5f6eed9a,器底残片,E55_Type
type_92ef7e9d,不规则的波浪纹,E55_Type
mat_3cc235c7,泥质褐胎,E57_Material
type_de98cdfd,动物形器盖纽,E55_Type
type_e1258e25,截孔,E55_Type
type_d0693c82,钻芯,E55_Type
type_d7efbf1c,制作不规整,E55_Type
type_c35512dd,圈足杯,E55_Type
type_0382a04f,鼎足,E55_Type
type_93fb2c59,竖向较短的戳划纹,E55_Type
type_f1c041af,竖向凹槽,E55_Type
type_8c8449de,竖向划纹,E55_Type
type_5e3cf1b4,竖向刻划纹,E55_Type
type_95c08892,刻划纹,E55_Type
type_b4f3c5db,楔形足,E55_Type
type_9eb729ff,符号,E55_Type
type_a831ac16,圈足,E55_Type
type_745b63cc,鼎罐类口沿片,E55_Type
type_abafd4d2,罐口沿,E55_Type
type_c1b71fea,罐口沿片,E55_Type
type_5fed6992,盆钵类口沿片,E55_Type
type_6c0def4f,器把,E55_Type
type_1ba3429c,缸片,E55_Type
type_daf742fb,韩瓶,E55_Type
mat_2d49cbe8,灰胎,E57_Material
type_213a5ff2,葵口碗,E55_Type
mat_9088451f,褐胎,E57_Material
type_2358eb47,青瓷碗,E55_Type
mat_ab80c6a6,灰白胎,E57_Material
type_459198db,瓷罐,E55_Type
type_2576c294,旋纹,E55_Type
mat_f0b7509e,黑灰粗胎,E57_Material
type_bdcc9668,酱釉双耳罐,E55_Type
type_7ee3dd38,细冰裂纹,E55_Type
mat_0432d642,灰褐胎,E57_Material
type_78d739c7,四系罐,E55_Type
type_b5a6d590,凹旋纹,E55_Type
mat_5b9bdbdd,红褐胎,E57_Material
type_f827f80a,酱釉罐,E55_Type
mat_08fe3702,暗褐胎,E57_Material
type_15474fb9,酱釉灯盏,E55_Type
type_6ec88223,罐形,E55_Type
type_6e731133,褶状装饰,E55_Type
type_b8987f94,II双鼻壶,E55_Type
type_ee63e428,盆形,E55_Type
type_75227a55,"凹旋纹, 扁圆孔",E55_Type
type_1f847a48,BⅢ壶,E55_Type
type_f5e0f173,×形符,E55_Type
type_60db0009,旋纹和零星扁圆镂孔,E55_Type
type_2b75d6c3,凹旋纹、凸棱,E55_Type
type_3fa68144,品字形分布的扁圆孔,E55_Type
type_9041f338,凹旋纹，旋纹间饰有4个扁孔,E55_Type
type_7292200d,BⅡ壶,E55_Type
type_4f77fd01,B型壶,E55_Type
type_3a2d4726,AⅢ壶,E55_Type
type_f55ba5a3,凹旋纹，扁圆孔,E55_Type
type_e69746f6,器盖,E55_Type
type_513cc2f7,"5 道凸棱, 扁圆孔",E55_Type
type_31c19a74,网格状符号,E55_Type
type_a6394abc,扁圆孔,E55_Type
mat_9be6aa2d,粗泥灰陶,E57_Material
type_5a9902c3,I双鼻壶,E55_Type
type_fd1bf3d0,凹旋纹，竖向错位的扁圆孔,E55_Type
type_57743c30,簋,E55_Type
type_fa6b4d50,两道凹弦纹和若干扁圆镂孔,E55_Type
type_f4578fca,凹旋纹、扁圆孔,E55_Type
type_c3dcf0e5,凹槽,E55_Type
type_7d1f088d,"凹旋纹, 扁孔",E55_Type
type_b391223b,两道凹旋纹，旋纹内分别饰2个对称和3个不对称的未透扁孔,E55_Type
type_6973788a,把上部和下部分别有三组圆孔和一组圆孔，每组2个圆孔。把外侧以细泥条纵向粘铺作装饰,E55_Type
type_249b513d,圆圈及放射纹,E55_Type
type_b8fa3d8b,鼎身与鼎足分别制好后粘接,E55_Type
type_05eb1bb3,手捏,E55_Type
type_3ca92a73,泥条盘筑,E55_Type
type_49eed28c,未穿透镂孔,E55_Type
type_ff9018a0,细泥条编织纹,E55_Type
type_05aa1e20,布纹麻布印痕,E55_Type
type_af400525,细泥条麻花状编织纹,E55_Type
type_657fe76b,塞痕及麻布印痕,E55_Type
type_01efd41b,细泥条麻花状拼贴,E55_Type
type_d9bc183c,麻布印痕,E55_Type
type_525ccad9,Ba型,E55_Type
type_cdd5f674,Bb型,E55_Type
type_cdcf8420,截点纹,E55_Type
type_a808fc3a,鹊划纹,E55_Type
type_59d0ee99,鹍划纹,E55_Type
type_c1c490eb,附加堆纹和半圆截纹,E55_Type
type_a76e30d5,同心圆圈纹,E55_Type
mat_2c0938d0,夹砂夹蚌褐胎黑皮陶,E57_Material
type_59737e33,鱼鳍足陶鼎（Aa型Ⅱ式）,E55_Type
type_6edb309d,I式,E55_Type
type_d73e072f,隔挡鼎,E55_Type
type_103825dd,纵向平行划纹,E55_Type
mat_6fc6cd9a,夹砂红褐胎红皮陶,E57_Material
type_12215cf9,叶脉形交错刻划纹,E55_Type
type_5ebf1696,划纹和戳点纹,E55_Type
mat_8210e0e5,"夹砂夹蚌红褐胎, 外施黑皮但大部分脱落",E57_Material
type_c4b619a7,划纹,E55_Type
type_047781bb,楔形戳点纹,E55_Type
type_f965216e,圆形凹点,E55_Type
mat_0d711093,夹砂灰褐胎黑皮陶,E57_Material
type_221bb82d,纵向短直槽,E55_Type
type_9230849c,Da型,E55_Type
type_25dd7a15,Db型,E55_Type
type_17939e9a,Ea型I式,E55_Type
type_9abe4a37,Ea型Ⅱ式,E55_Type
type_b57e747e,Eb型,E55_Type
type_543acaed,附流带把鼎,E55_Type
type_2d2cccee,三角形足鼎,E55_Type
type_88fcd56a,正装鼎足鼎,E55_Type
type_fe5fec1d,乳丁足鼎,E55_Type
type_8fa45c88,带螯鼎,E55_Type
type_12274cd9,圆锥形鼎足,E55_Type
type_ea18f518,侧扇形鼎足,E55_Type
type_c33fddf4,三角形鼎足,E55_Type
type_97d59bd3,凿形鼎足,E55_Type
type_dc0882c9,正装鼎足,E55_Type
type_441129ca,其他鼎足,E55_Type
type_157a97f7,叉形刻符,E55_Type
type_0368eb30,"凹旋纹, 凸弦纹, 扁方形镂孔",E55_Type
type_712c18ba,"旋纹, 凸弦纹, 扁方形镂孔",E55_Type
type_a3a562cb,"凹旋纹, 镂孔",E55_Type
type_f1d23053,"凸弦纹, 镂孔",E55_Type
type_e97aac8b,Ⅲ式,E55_Type
type_b8faa214,IV式,E55_Type
type_29a3cadf,陶折腹豆其他类,E55_Type
type_4380df26,窄梯形弦纹,E55_Type
type_ce3b578b,陶豆（Ba型）,E55_Type
type_b9a50752,"凹旋纹, 扁方镂孔",E55_Type
mat_9dea5488,"泥质灰胎黑皮陶, 带铅光",E57_Material
type_c355c097,"凹旋纹, 扁圆镂孔",E55_Type
type_952fc52d,异形豆,E55_Type
type_49cd398a,"圆形镂孔, 菱形弧线夹圆圈的戳印纹",E55_Type
type_09d80503,平底罐,E55_Type
type_b43abadb,细弦纹,E55_Type
type_ec31d7e0,“3”字形符号,E55_Type
mat_33073547,泥质红褐陶,E57_Material
type_275bf2bc,细凸弦纹,E55_Type
mat_8add2071,夹砂灰褐陶,E57_Material
type_f4d66865,网格线、禽类的身子,E55_Type
mat_a8d923de,夹砂夹炭灰陶,E57_Material
type_c385ee9e,变形鸟纹,E55_Type
type_a150dfb4,附加堆纹,E55_Type
mat_a0262c26,夹砂红褐胎黑皮陶,E57_Material
type_db802e63,三足罐,E55_Type
type_57d5e8ca,小罐,E55_Type
type_45d20e57,戳点纹饰和符号,E55_Type
type_fa7cd28c,"戳点纹, 细弦纹",E55_Type
type_75c9aef0,"戳点纹, 粗凸弦纹, 细凹旋纹, “T” 字形刻划符号",E55_Type
type_bc596f37,"截点纹, 凹旋纹",E55_Type
type_65298dde,"戳点纹, 双细凹旋纹",E55_Type
type_1bc777a7,"水波纹戳点纹, 凸弦纹, 细密旋纹",E55_Type
type_2002fdcc,泥质红陶罐,E55_Type
type_ff7e9485,"戳点纹, 凸弦纹",E55_Type
type_acb6e8fd,"戳点纹, 附加堆纹",E55_Type
type_a4554d73,钵形盆,E55_Type
type_109b7d7b,Aa型,E55_Type
type_93c053b8,Ab型,E55_Type
type_170b2a02,D型,E55_Type
type_e393ef0a,E型,E55_Type
type_65c096fa,圆孔加同心的4~6个半圆形刻槽,E55_Type
type_063322e9,细旋纹,E55_Type
type_78dcbec8,三足盘,E55_Type
type_9cf8dde1,四足方盘,E55_Type
type_8620b35d,"螺旋纹填平行之字纹, 凸弦纹, 鸟纹",E55_Type
type_397b02d2,“十”字刻划符号,E55_Type
type_54493821,龟纹和带爪动物纹,E55_Type
type_06b52944,变形网纹或变形网纹加鸟首蛇身纹,E55_Type
type_a0612d80,"凹旋纹, 刻划符号",E55_Type
type_b9fc3d10,压点纹,E55_Type
type_c91bcd26,单把杯,E55_Type
type_21486dc1,A型,E55_Type
type_2e677feb,C型,E55_Type
type_c092b394,B型,E55_Type
type_19bad6e8,"凹旋纹, 扁方形镂孔",E55_Type
type_e0e3955f,陶簋（C型）,E55_Type
type_1403f060,陶缸,E55_Type
type_e6df7ad2,陶质簸箕,E55_Type
type_9c603005,袋足,E55_Type
type_c0e2039a,带有流器,E55_Type
type_c07b8432,厚胎杯形器,E55_Type
type_a389dbb6,器流,E55_Type
type_89a23600,陶质房屋模型,E55_Type
type_a1c1adee,锯齿形装饰,E55_Type
type_ebaead0e,猪面泥塑,E55_Type
type_d1d39bb0,狐狸面泥塑,E55_Type
type_caca4190,蜥蜴泥塑,E55_Type
type_b2f822dd,大象泥塑,E55_Type
type_6b1836dc,支座,E55_Type
type_1577a542,网坠,E55_Type
type_94c6e95a,纵向条纹,E55_Type
type_1b2527d8,球,E55_Type
mat_e6c287ad,泥质灰黑陶,E57_Material
type_24c5d360,成排分布的戳点纹,E55_Type
type_1b5e534d,折角符号,E55_Type
mat_7cd666ec,泥质灰褐陶,E57_Material
mat_9cbab9c9,黑皮灰陶,E57_Material
type_8c0b251c,陶器盖,E55_Type
type_0d2809c6,陶鼎罐类器盖,E55_Type
mat_4707c756,夹砂褐胎陶,E57_Material
type_c0e0c821,Be型,E55_Type
type_78bbf490,Bc型,E55_Type
type_0bccba96,异形器盖,E55_Type
type_852a0582,斜向抹划纹,E55_Type
type_5c02d56c,花口,E55_Type
type_79d7fa24,口沿残片,E55_Type
type_2baa8e60,筒形器,E55_Type
type_c4acb471,馏,E55_Type
type_bfe66962,罐圈足护罩,E55_Type
type_2fa2bdf3,簸箕,E55_Type
type_f5e6452f,鸟首蛇身纹为主纹，之间刻画以鸟首纹或卷云纹为接点的网纹,E55_Type
type_2bfdf587,鸟首蛇身纹,E55_Type
type_47b87d87,多鸟头纹,E55_Type
type_f622c6ee,鱼鳞纹,E55_Type
type_21182433,鸟纹,E55_Type
type_e424130e,"圆形戳孔, 凸弦纹",E55_Type
type_ac159783,横向水波纹或横向水波纹加鸟首纹图案,E55_Type
type_447b951d,成组凸弦纹,E55_Type
type_931cd990,纵向水波纹,E55_Type
type_21d192c4,鸟头蛇身纹,E55_Type
type_5e30b592,"变形网纹, 鸟首蛇身纹",E55_Type
type_4ade7562,"平行线纹, 砖砌纹",E55_Type
type_ce93d0c9,平行线纹、砖砌纹、鸟首蛇身纹,E55_Type
type_3f91cd77,叶脉纹,E55_Type
type_7d5915ab,鸟形主纹、方格状地纹、带状装饰纹,E55_Type
type_09fa5952,"动物形刻划纹饰, 凹旋纹, 扁方形镂孔",E55_Type
type_35cc6819,虫虾形,E55_Type
type_642dd18e,鱼形,E55_Type
type_e806ed88,连续的刻符,E55_Type
type_9a457489,"褶棱, 扁圆孔",E55_Type
type_729d4564,"凸弦纹, 扁圆镂孔",E55_Type
type_edc5cae8,方框加叉形,E55_Type
type_23efa4b9,泥质红陶卷沿罐,E55_Type
type_804cdc3b,木形字符,E55_Type
type_812a25ff,L形,E55_Type
type_dbf34697,弧线放射纹,E55_Type
type_c6bfb1dc,弧形片状陶器,E55_Type
type_29c24999,"红色宽带和窄带纹, 简化鸟纹",E55_Type
type_bc4d3f15,梳背,E55_Type
type_cbb25202,B型镀,E55_Type
type_0e0ec0e5,隧孔珠,E55_Type
type_60799028,C型镀,E55_Type
type_884fe8ee,G型镀,E55_Type
type_9f4ecf9e,缓\壁,E55_Type
type_7c9a41bc,A型锥形饰,E55_Type
type_82ccbd74,B型锥形饰,E55_Type
type_47261f3a,E型镀,E55_Type
type_448e390e,镯,E55_Type
type_b21911be,D型镀,E55_Type
type_3955f248,F型镀,E55_Type
type_0146e763,凹弦纹，扁圆穿孔,E55_Type
type_8fef8347,釉面有细冰裂纹,E55_Type
type_76581ecc,内底有一圈凹槽及圈足套烧痕,E55_Type
type_a8d5d3ca,钵,E55_Type
type_983448e8,盐,E55_Type
mat_cadd4495,粗泥陶,E57_Material
type_01a0cbe7,分制后粘接,E55_Type
type_aef9f365,双鼻壶器盖,E55_Type
mat_cf0d1559,夹砂褐胎红皮陶,E57_Material
type_612c78cd,线槽,E55_Type
type_9b53cbe3,镂空花纹,E55_Type
type_75a70698,纵向平行的划纹,E55_Type
type_bcafe9e1,纵向刻槽,E55_Type
type_d4722a2a,弦纹，纵向直槽,E55_Type
type_d93820d2,纵向划纹,E55_Type
mat_f07da4b6,夹砂夹炭灰胎黑皮陶,E57_Material
type_a0992017,斜向戳点纹,E55_Type
type_25171ce1,交错刻划纹和零星戳点纹,E55_Type
type_557695b1,密集的交错刻划纹和零星戳点纹,E55_Type
type_1bb25342,圆形戳孔,E55_Type
type_bab2c936,稀疏的戳点纹,E55_Type
type_c4ce2d44,竖向刻划纹和竖向长戳点纹,E55_Type
type_3c642132,竖向刻划纹和戳点纹,E55_Type
type_e7681b21,稀疏的竖向刻划纹,E55_Type
type_0b1cc15d,竖向刻划纹和长戳点纹,E55_Type
type_1618a716,戳点纹,E55_Type
type_475fff1b,戳线纹,E55_Type
type_1fba230f,刻槽,E55_Type
type_a5e0514f,截线,E55_Type
type_72f9cb88,"按窝纹, 刻槽",E55_Type
type_319c5b16,凹弧正装鼎足,E55_Type
type_696a0105,"按窝纹, 斜向刻槽",E55_Type
type_9a56c3b1,竖向平行的刻划纹,E55_Type
type_56abe62c,间断竖向刻划纹,E55_Type
type_d87e008e,"凹槽, 按窝",E55_Type
type_56710f67,“八”字形戳点纹,E55_Type
type_7a067881,手工捏制,E55_Type
type_9c442389,交叉的刻划纹,E55_Type
type_d32869dc,"“八”字形刻划纹, 竖向刻划纹",E55_Type
type_0a35a2b5,按窝,E55_Type
type_e5f683b6,竹节形凸棱,E55_Type
type_94e534d7,填线曲折纹,E55_Type
mat_c56b07af,泥质灰胎铅光黑皮陶,E57_Material
type_8f1e3874,"凸弦纹, 交错戳点",E55_Type
type_f4c56c48,"圆形大镂孔, 压纹",E55_Type
type_3258af18,"褶棱, 凹旋纹, 扁圆镂孔",E55_Type
type_06d20384,"折棱, 圆形镂孔",E55_Type
type_574f9bd6,抹棱,E55_Type
type_b9e589a7,镂孔豆把,E55_Type
type_1bf5393f,"圆形镂孔, 三角形镂孔",E55_Type
type_e21d6c46,圆形镂孔、三角形镂孔,E55_Type
type_e5fad064,褶棱、凹旋纹,E55_Type
mat_92943707,粗泥红陶,E57_Material
type_ad09e2d7,平行线刻纹,E55_Type
type_b8bd30a4,填线抽象鸟纹,E55_Type
type_f9978abe,"水波形戳点纹, 细弦纹",E55_Type
type_95c58958,"凸弦纹, 麻花形堆贴纹, 细旋纹",E55_Type
mat_973fd882,泥质红褐胎黑皮陶,E57_Material
type_b8ccf8bc,突脊,E55_Type
type_6159de65,"凸弦纹, 平行划线",E55_Type
type_7462b60e,直线划纹,E55_Type
type_385489ca,"凸弦纹, 扁圆孔",E55_Type
type_f0655803,凹弦痕,E55_Type
type_7db59f33,圆角三角形镂孔及错乱抹划纹,E55_Type
type_eb14c3f8,四道宽凹旋纹,E55_Type
type_a1549f53,齿划纹,E55_Type
type_5f42c3f1,竖向阴刻线,E55_Type
type_3b345563,盗,E55_Type
type_191f748a,之字形刻划纹,E55_Type
type_4399ac13,细泥条编织的辫子形纹饰,E55_Type
mat_ae59b14a,泥质灰褐胎黑皮陶,E57_Material
type_cde1f780,"细弦纹, 粗凸弦纹",E55_Type
type_251ab03e,凹旋纹和4个扁方镂孔,E55_Type
type_c359750d,横向篮纹,E55_Type
type_c6593fa5,"横向篮纹, 纵向篮纹",E55_Type
mat_414ae038,夹细砂灰胎黑皮陶,E57_Material
mat_92cda02c,夹砂黑皮灰陶,E57_Material
type_9fee9fd3,人形符号,E55_Type
type_6ec11cea,同心圆凹槽,E55_Type
mat_a0cf1e6b,泥质黑皮灰陶,E57_Material
type_4903c97c,斜条形拍印纹,E55_Type
type_3c39e49a,横向的平行直线纹，两头为纵向的平行直线纹,E55_Type
mat_dbe9437f,夹砂夹蚌红褐胎黑皮陶,E57_Material
mat_6e36be54,夹砂夹蚌红褐陶,E57_Material
type_54cd8f9f,螺旋纹,E55_Type
mat_25956ad2,泥质白灰陶,E57_Material
type_13e6ba61,实心宽沿子母口,E55_Type
type_38aa0025,线切割痕,E55_Type
type_4e189bee,圆柱形纽,E55_Type
type_39d153f4,麻布纹,E55_Type
type_58625f30,子母口,E55_Type
type_6211ebc0,宽把杯盖,E55_Type
type_5eda7629,鹰脸造型,E55_Type
type_ed15e3da,豆盘残片,E55_Type
type_1d1092a9,螺旋的蛇身点缀众多鸟首纹或卷云纹,E55_Type
type_33d1a92e,连续的鸟首蛇身纹,E55_Type
type_bb1931b9,鸟首蛇身之间填以密实的图案化海涛纹,E55_Type
type_3f42ccca,以旋涡纹为接点的网格纹,E55_Type
type_32e88485,纵向水波纹或纵向水波纹加鸟首纹图案,E55_Type
type_4421c04f,篦纹组,E55_Type
type_0f5039ee,双鸟头纹饰,E55_Type
type_c3d76fcb,平行线纹、砖砌纹,E55_Type
type_62b17368,水波形地纹、空心符号、云纹、叉纹,E55_Type
type_df13dd4e,鸟首蛇身纹、平行线纹、砖砌纹,E55_Type
type_f76c5a99,抽象刻划符号,E55_Type
type_9a50625c,圆形凹槽,E55_Type
type_b65e7836,抽象鸟纹,E55_Type
type_473b4ac1,鸟首纹、水波地纹,E55_Type
type_22591be4,凸弦纹、水波纹,E55_Type
type_4d91cd43,平行线纹、方格纹,E55_Type
type_12c694cf,钵似盖,E55_Type
type_79ffa6fc,四头火焰纹,E55_Type
type_70410662,成组的字符,E55_Type
type_6fcbb3e3,冠帽和眼鼻形纹饰,E55_Type
type_95912e49,内有“十”字的三角形、“T”形,E55_Type
type_0cd56d43,巾形,E55_Type
type_8dbd9b88,圆角“田”字形,E55_Type
type_c746cd27,符号拓片,E55_Type
type_fd799dea,贯耳壶,E55_Type
type_a44579d2,"朱线纹, 错位弧形尖角填线纹, 纵向平行直线纹",E55_Type
type_04504cae,大口折沿罐,E55_Type
type_c396455c,"红彩粗线, 弧形平行线, 'C'形纹",E55_Type
type_ed2c610d,扁腹壶,E55_Type
type_c5a90b0c,"暗红色宽带纹, 平行弧线纹, 填彩弧线三角纹",E55_Type
type_77848ded,深红色禾本植物纹,E55_Type
type_b2d7475d,直敞口杯,E55_Type
type_f00ea95f,"朱线纹, 红色弧线纹",E55_Type
type_4a530029,漩涡纹填水波纹、抽象鸟纹,E55_Type
type_7d34e73a,平行的直线划纹,E55_Type
type_6c0ad187,陶簋,E55_Type
type_32558104,贯耳,E55_Type
type_d1d3ca8e,鹰脸形器盖,E55_Type
type_40d81370,鹰脸形,E55_Type
type_7ac2c595,交叉弧线,E55_Type
type_0655cfc0,竖条加双圈形,E55_Type
type_9fda7bfa,尖足形,E55_Type
type_ff25af08,奔跑的动物,E55_Type
type_a19768b9,鸟喙状和近圆形结构，波折线,E55_Type
type_cde2fda0,红衣,E55_Type
type_f3a2b99d,手制,E55_Type
type_307fee27,釜口沿,E55_Type
type_6b3c28a3,凹弦纹和鸡冠状小鉴,E55_Type
type_9cf6a509,鼎口沿,E55_Type
type_ff64f3e3,腰沿,E55_Type
type_58fa97bd,纯口沿,E55_Type
type_3e8a95c7,双耳罐口沿,E55_Type
type_cb3fd0e4,异形馨,E55_Type
mat_ebfd611d,夹砂灰黑陶,E57_Material
type_a638e152,塞形器,E55_Type
type_f6b3b831,双线连对角的方格纹、重圈纹和弦纹等组合成的精致刻划图案,E55_Type
type_9eb39486,鱼在水中畅游的生动、写实图案,E55_Type
type_2e8ec2f9,组合凹弦纹,E55_Type
mat_5511b3f9,粗砂灰陶,E57_Material
mat_a377596a,粗砂红陶,E57_Material
type_db361962,陶镯形器,E55_Type
type_5c2da1d8,陶猪形饰,E55_Type
type_81b70668,铁,E55_Type
type_5a135a62,歪嘴,E55_Type
type_829186fa,陶拍,E55_Type
type_84004ba9,陶饰品,E55_Type
type_1485f2a6,简单加工,E55_Type
type_37b28cdb,慢轮修整或轮制,E55_Type
type_04171a00,盔形器,E55_Type
type_04906595,凹弧凿形足鼎,E55_Type
type_c96d4a4c,凸棱带镂孔高把敛口豆,E55_Type
type_caa37cc3,假圈足盆,E55_Type
type_834f9866,折腹罐,E55_Type
type_526ba443,篮,E55_Type
type_7696a4f7,凸棱纹,E55_Type
type_0ec41fc8,凹凸弦纹,E55_Type
type_2a2ff186,锯齿状凸弦纹,E55_Type
type_df8710ee,"细弦纹, 宽带状附加堆凸弦纹",E55_Type
mat_640abb9f,夹砂粗红陶,E57_Material
type_3e7f1a81,绳索状附加堆纹,E55_Type
type_be23a373,瓦棱纹,E55_Type
type_c0c07381,B型豆,E55_Type
type_e9bb5f3c,豆盘片,E55_Type
type_59df6525,A形豆把,E55_Type
type_3ac3ab91,刻纹豆把,E55_Type
